Tahun,Provinsi,Jumlah Penduduk (ribu),Laju Pertumbuhan Penduduk per Tahun,Persentase Penduduk,Kepadatan Penduduk per km persegi (km2),Persentase Laki-laki,Persentase Perempuan,Persentase Tenaga Kerja Formal,Persentase Tenaga Kerja Informal,APS 7-12(SD),APS 13-15(SMP),APS 16-18(SMA),APS 19-24(D3/D4/S1),Laju Pertumbuhan PDB Atas Dasar Harga Konstan 2010,PDB per Kapita Atas Dasar Harga Berlaku (ribu rupiah),Tingkat Pengangguran Terbuka,Provinsi_encoded
2020,Sulawesi Tengah,2985.7,1.22,1.1,48,51.40913508,48.59086492,32.63,67.37,98.38,93.13,75.89,27.58,4.86,66306.0,3.77,29
2020,Sulawesi Tenggara,2624.9,1.58,0.97,69,50.69033531,49.30966469,35.41,64.59,99.1,94.98,74.5,31.76,-0.65,49718.0,4.58,30
2020,Sulawesi Utara,2621.9,1.4,0.97,189,51.171875,48.828125,39.54,60.46,99.59,95.27,74.12,23.18,-0.99,50521.0,7.37,31
2020,Sumatera Barat,5534.5,1.29,2.05,132,50.34756703,49.65243297,33.72,66.28,99.61,96.6,83.68,35.96,-1.61,43826.0,6.88,32
2020,Sumatera Selatan,8467.4,1.25,3.13,92,51.02840353,48.97159647,34.74,65.26,99.71,94.61,70.91,18.45,-0.11,53843.0,5.51,33
2020,Sumatera Utara,14799.4,1.28,5.48,203,50.14955135,49.85044865,40.38,59.62,99.44,97.04,78.21,26.98,-1.07,54979.0,6.91,34
2021,Aceh,5333.7,1.49,1.96,92,50.19920319,49.80079681,39.31,60.69,99.67,98.42,83.28,32.61,2.81,34674.0,6.3,0
2021,Bali,4362.7,1.4,1.6,755,50.27349577,49.72650423,42.9,57.1,99.7,98.22,83.96,28.95,-2.46,50758.0,5.37,1
2021,Banten,12061.5,1.76,4.42,1248,50.95635115,49.04364885,51.13,48.87,99.45,96.77,68.94,21.59,4.49,55383.0,8.98,2
2021,Bengkulu,2032.9,1.48,0.75,102,51.14802149,48.85197851,31.84,68.16,99.76,97.49,79.75,30.46,3.27,39167.0,3.65,3
2021,DI Yogyakarta,3712.9,1.61,1.36,1185,49.52044422,50.47955578,44.64,55.36,99.7,99.43,89.63,51.41,5.58,40516.0,4.56,4
2021,DKI Jakarta,10609.7,0.6,3.89,15978,50.42141795,49.57858205,61.74,38.26,99.53,98.68,72.32,24.92,3.55,274660.0,8.5,5
2021,Gorontalo,1181.0,1.06,0.43,105,50.44598612,49.55401388,37.61,62.39,99.02,92.05,71.3,31.66,2.4,37087.0,3.01,6
2021,Indonesia,272682.5,1.22,100.0,142,50.56846268,49.43153732,40.55,59.45,99.19,95.99,73.09,26.01,3.7,61679.84,6.49,7
2021,Jambi,3585.1,1.39,1.31,72,50.98039216,49.01960784,37.99,62.01,99.66,96.39,72.5,24.14,3.7,64771.0,5.09,8
2021,Jawa Barat,48782.4,1.41,17.89,1379,50.76317085,49.23682915,45.39,54.61,99.5,95.09,67.8,23.51,3.74,45234.0,9.82,9
2021,Jawa Tengah,36742.5,0.83,13.47,1120,50.27349577,49.72650423,39.62,60.38,99.66,96.84,70.79,23.55,3.33,38568.0,5.95,10
2021,Jawa Timur,40878.8,0.7,14.99,855,49.8997996,50.1002004,37.36,62.64,99.4,97.76,74.14,26.27,3.56,59988.0,5.74,11
2021,Kalimantan Barat,5470.8,1.39,2.01,37,51.38551288,48.61448712,39.13,60.87,98.64,93.14,69.38,24.57,4.8,42253.0,5.82,12
2021,Kalimantan Selatan,4122.6,1.61,1.51,106,50.61728395,49.38271605,40.37,59.63,99.38,93.5,69.31,24.7,3.48,48066.0,4.95,13
2021,Kalimantan Tengah,2702.2,1.61,0.99,18,51.87680462,48.12319538,44.5,55.5,99.55,95.21,66.7,24.47,3.59,62834.0,4.53,14
2021,Kalimantan Timur,3808.2,1.5,1.4,30,52.01535509,47.98464491,53.51,46.49,99.6,98.9,82.01,29.86,2.55,183158.0,6.83,15
2021,Kalimantan Utara,713.6,2.25,0.26,9,52.74102079,47.25897921,49.26,50.74,98.67,96.51,76.5,25.02,3.99,157092.0,4.58,16
2021,Kepulauan Bangka Belitung,1473.2,1.6,0.54,90,51.43273434,48.56726566,49.07,50.93,99.47,93.17,68.15,18.02,5.05,58406.0,5.03,17
2021,Kepulauan Riau,2118.2,3.48,0.78,258,51.02840353,48.97159647,64.8,35.2,99.62,98.85,84.4,19.83,3.43,131884.0,9.91,18
2021,Lampung,9081.8,1.1,3.33,262,51.2195122,48.7804878,28.69,71.31,99.53,95.58,71.72,21.17,2.77,40807.0,4.69,19
2021,Maluku,1862.6,0.99,0.68,40,50.64165844,49.35834156,35.59,64.41,99.52,97.65,79.68,39.03,3.63,26153.0,6.93,20
2021,Maluku Utara,1299.2,1.69,0.48,41,51.2195122,48.7804878,36.44,63.56,98.84,97.0,77.01,31.23,16.79,40381.0,4.71,21
2021,Nusa Tenggara Barat,5390.0,1.76,1.98,290,50.0,50.0,26.11,73.89,99.52,98.34,77.49,26.22,2.3,26009.0,3.01,22
2021,Nusa Tenggara Timur,5387.7,1.56,1.98,111,50.0,50.0,24.03,75.97,98.42,95.32,75.77,30.54,2.52,20555.0,3.77,23
2021,Papua,4355.4,1.61,1.6,14,53.24918186,46.75081814,19.53,80.47,83.43,80.02,63.98,22.9,15.16,54051.0,3.33,24
2021,Papua Barat,1156.8,2.69,0.42,11,52.65151515,47.34848485,42.08,57.92,98.08,96.85,81.21,30.92,-0.51,74022.0,5.84,25
2021,Riau,6493.6,2.08,2.38,75,51.19570522,48.80429478,45.43,54.57,99.65,95.66,77.81,28.79,3.36,129741.0,4.42,26
2021,Sulawesi Barat,1436.8,1.66,0.53,86,50.73891626,49.26108374,27.2,72.8,98.19,90.12,71.22,23.8,2.57,35195.0,3.13,27
2021,Sulawesi Selatan,9139.5,0.97,3.35,196,49.64753273,50.35246727,36.76,63.24,99.29,93.55,71.21,35.08,4.64,59503.0,5.72,28
2021,Sulawesi Tengah,3021.9,1.62,1.11,49,51.33819951,48.66180049,32.68,67.32,98.5,93.32,76.32,28.22,11.68,82017.0,3.75,29
2021,Sulawesi Tenggara,2659.2,1.75,0.98,70,50.64165844,49.35834156,37.19,62.81,99.16,95.06,75.02,31.97,4.1,52436.0,3.92,30
2021,Sulawesi Utara,2638.6,0.85,0.97,190,51.14802149,48.85197851,39.3,60.7,99.37,95.41,73.86,23.67,4.16,54034.0,7.06,31
2021,Sumatera Barat,5580.2,1.1,2.05,133,50.37220844,49.62779156,35.23,64.77,99.61,96.63,84.07,36.41,3.29,45218.0,6.52,32
2021,Sumatera Selatan,8550.9,1.32,3.14,93,50.98039216,49.01960784,35.84,64.16,99.65,94.85,71.53,18.81,3.58,57745.0,4.98,33
2021,Sumatera Utara,14936.2,1.23,5.48,205,50.17438964,49.82561036,40.67,59.33,99.32,96.99,78.66,27.05,2.61,57442.0,6.33,34
2022,Aceh,5407.9,1.43,1.96,95,50.22399204,49.77600796,38.55,61.45,99.44,97.96,83.1,31.72,4.21,38900.0,6.17,0
2022,Bali,4415.1,1.29,1.6,790,50.27349577,49.72650423,46.57,53.43,99.55,97.85,83.84,30.18,4.84,56092.0,4.8,1
2022,Banten,12252.0,1.66,4.44,1310,50.93228656,49.06771344,52.04,47.96,99.33,96.39,69.22,22.14,5.03,61414.0,8.09,2
2022,Bengkulu,2060.1,1.4,0.75,102,51.12414467,48.87585533,32.46,67.54,99.49,97.73,79.31,29.42,4.31,43757.0,3.59,3
2022,DI Yogyakarta,3761.9,1.44,1.36,1186,49.49494949,50.50505051,46.62,53.38,99.59,99.01,89.95,50.43,5.15,44637.0,4.06,4
2022,DKI Jakarta,10680.0,0.64,3.87,16158,50.34756703,49.65243297,63.12,36.88,99.44,97.95,72.1,24.89,5.25,299675.0,7.18,5
2022,Gorontalo,1192.7,1.02,0.43,99,50.44598612,49.55401388,35.03,64.97,98.93,91.83,71.68,30.06,4.04,39694.0,2.58,6
2022,Indonesia,275773.8,1.17,100.0,146,50.54401583,49.45598417,40.69,59.31,99.1,95.92,73.15,25.99,5.31,64533.92,5.86,7
2022,Jambi,3631.1,1.33,1.32,74,50.93228656,49.06771344,40.02,59.98,99.33,96.2,72.53,23.35,5.12,76164.0,4.59,8
2022,Jawa Barat,49405.8,1.33,17.92,1334,50.73891626,49.26108374,45.39,54.61,99.39,95.27,68.66,23.99,5.45,49137.0,8.31,9
2022,Jawa Tengah,37032.4,0.81,13.43,1078,50.27349577,49.72650423,39.84,60.16,99.58,96.77,70.82,23.76,5.31,41946.0,5.57,10
2022,Jawa Timur,41150.0,0.68,14.92,857,49.87468672,50.12531328,36.14,63.86,99.14,97.64,73.4,26.21,5.34,66247.0,5.49,11
2022,Kalimantan Barat,5541.4,1.33,2.01,38,51.33819951,48.66180049,41.23,58.77,98.73,92.64,68.72,24.5,5.07,46092.0,5.11,12
2022,Kalimantan Selatan,4182.1,1.51,1.52,113,50.59288538,49.40711462,42.7,57.3,99.43,94.01,69.88,24.52,5.11,60244.0,4.74,13
2022,Kalimantan Tengah,2741.1,1.51,0.99,18,51.83044316,48.16955684,48.5,51.5,99.2,94.61,66.32,24.29,6.45,72989.0,4.26,14
2022,Kalimantan Timur,3859.8,1.41,1.4,30,51.94617972,48.05382028,55.74,44.26,99.57,98.75,81.43,29.33,4.48,238917.0,5.71,15
2022,Kalimantan Utara,727.8,2.1,0.26,10,52.67392333,47.32607667,51.0,49.0,98.98,97.03,76.5,25.62,5.32,192588.0,4.33,16
2022,Kepulauan Bangka Belitung,1494.6,1.52,0.54,90,51.3618677,48.6381323,50.37,49.63,99.41,93.0,68.42,17.68,4.4,63872.0,4.77,17
2022,Kepulauan Riau,2179.8,3.15,0.79,264,51.02840353,48.97159647,63.68,36.32,99.28,99.01,84.54,19.5,5.09,145579.0,8.23,18
2022,Lampung,9176.6,1.07,3.33,273,51.19570522,48.80429478,28.49,71.51,99.56,95.63,71.14,20.72,4.28,44984.0,4.52,19
2022,Maluku,1881.7,1.01,0.68,41,50.61728395,49.38271605,36.7,63.3,99.55,97.69,79.03,40.15,5.31,28526.0,6.88,20
2022,Maluku Utara,1319.3,1.61,0.48,40,51.171875,48.828125,34.37,65.63,99.13,97.59,77.7,30.67,22.94,53776.0,3.98,21
2022,Nusa Tenggara Barat,5473.7,1.64,1.98,278,50.0998004,49.9001996,24.64,75.36,99.17,97.74,77.43,25.64,6.95,28671.0,2.89,22
2022,Nusa Tenggara Timur,5466.3,1.5,1.98,118,50.0,50.0,24.76,75.24,98.59,94.83,75.55,29.36,3.05,21657.0,3.54,23
2022,Papua,4418.6,1.52,1.6,14,53.16159251,46.83840749,15.89,84.11,84.35,81.66,65.93,23.58,8.97,59384.0,2.83,24
2022,Papua Barat,1183.3,2.46,0.43,12,52.62908574,47.37091426,39.72,60.28,98.27,97.37,80.56,30.69,2.01,78133.0,5.37,25
2022,Riau,6614.4,1.95,2.4,74,51.14802149,48.85197851,45.98,54.02,99.61,95.72,77.32,28.65,4.55,151259.0,4.37,26
2022,Sulawesi Barat,1458.6,1.58,0.53,88,50.71463775,49.28536225,22.75,77.25,98.4,89.39,70.85,23.43,2.31,37068.0,2.34,27
2022,Sulawesi Selatan,9225.8,0.96,3.35,204,49.67287368,50.32712632,36.45,63.55,99.43,93.2,70.81,35.07,5.1,65350.0,4.51,28
2022,Sulawesi Tengah,3066.1,1.53,1.11,50,51.26705653,48.73294347,32.13,67.87,98.22,93.02,75.84,27.04,15.22,106068.0,3.0,29
2022,Sulawesi Tenggara,2701.7,1.66,0.98,75,50.59288538,49.40711462,37.61,62.39,99.05,94.8,74.53,31.81,5.53,58715.0,3.36,30
2022,Sulawesi Utara,2659.5,0.82,0.96,183,51.12414467,48.87585533,40.85,59.15,99.34,94.86,74.33,23.43,5.42,59021.0,6.61,31
2022,Sumatera Barat,5640.6,1.09,2.05,134,50.37220844,49.62779156,34.74,65.26,99.55,96.52,83.71,35.41,4.36,50264.0,6.28,32
2022,Sumatera Selatan,8657.0,1.27,3.14,100,50.95635115,49.04364885,36.72,63.28,99.38,95.06,70.93,18.61,5.23,68237.0,4.63,33
2022,Sumatera Utara,15115.2,1.21,5.48,209,50.17438964,49.82561036,40.93,59.07,99.5,96.78,78.66,26.6,4.73,62922.0,6.16,34
2023,Aceh,5482.5,1.41,1.97,96,50.22399204,49.77600796,40.14,59.86,99.43,97.72,83.41,33.1,4.23,41424.0,6.03,0
2023,Bali,4404.3,0.73,1.58,788,50.17438964,49.82561036,47.65,52.35,99.61,97.95,84.73,30.92,5.71,62293.0,2.69,1
2023,Banten,12307.7,1.22,4.42,1316,50.88408644,49.11591356,53.69,46.31,99.43,96.65,69.64,23.72,4.81,66147.0,7.52,2
2023,Bengkulu,2086.0,1.35,0.75,104,51.1002445,48.8997555,32.23,67.77,99.42,97.91,79.57,30.74,4.26,46285.0,3.42,3
2023,DI Yogyakarta,3736.5,0.67,1.34,1178,49.49494949,50.50505051,46.22,53.78,99.63,98.88,91.17,51.6,5.07,48358.0,3.69,4
2023,DKI Jakarta,10672.1,0.38,3.83,16146,50.32290114,49.67709886,63.77,36.23,99.49,98.17,72.5,26.52,4.96,322615.0,6.53,5
2023,Gorontalo,1213.2,1.27,0.44,101,50.42141795,49.57858205,36.27,63.73,98.69,91.85,71.7,33.2,4.5,42347.0,3.06,6
2023,Indonesia,278696.2,1.13,100.0,147,50.51954478,49.48045522,40.89,59.11,99.16,96.1,73.42,26.85,5.05,67388.0,5.32,7
2023,Jambi,3679.2,1.33,1.32,75,50.88408644,49.11591356,40.27,59.73,99.49,96.01,72.46,23.98,4.66,79836.0,4.53,8
2023,Jawa Barat,49860.3,1.18,17.89,1346,50.66600888,49.33399112,44.85,55.15,99.4,95.75,68.58,24.72,5.0,52651.0,7.44,9
2023,Jawa Tengah,37541.0,1.01,13.47,1093,50.24875622,49.75124378,39.61,60.39,99.57,97.08,70.87,24.59,4.98,45199.0,5.13,10
2023,Jawa Timur,41527.9,0.77,14.9,865,49.87468672,50.12531328,36.89,63.11,99.28,97.64,74.07,26.53,4.95,71122.0,4.88,11
2023,Kalimantan Barat,5623.3,1.39,2.02,38,51.33819951,48.66180049,40.31,59.69,98.81,92.92,69.25,25.08,4.46,48809.0,5.05,12
2023,Kalimantan Selatan,4222.3,1.31,1.52,114,50.59288538,49.40711462,44.75,55.25,99.3,94.12,69.95,27.18,4.84,63779.0,4.31,13
2023,Kalimantan Tengah,2773.7,1.4,1.0,18,51.71414775,48.28585225,48.14,51.86,99.13,95.21,66.32,23.27,4.14,75294.0,4.1,14
2023,Kalimantan Timur,3909.7,1.37,1.4,31,51.85363505,48.14636495,55.33,44.67,99.64,98.71,81.5,32.33,6.22,215761.0,5.31,15
2023,Kalimantan Utara,730.0,1.44,0.26,10,52.60663507,47.39336493,48.62,51.38,99.22,96.96,77.03,27.63,4.94,201749.0,4.01,16
2023,Kepulauan Bangka Belitung,1511.9,1.39,0.54,91,51.3618677,48.6381323,48.93,51.07,99.51,93.2,69.53,17.59,4.38,67885.0,4.56,17
2023,Kepulauan Riau,2152.6,1.53,0.77,260,50.88408644,49.11591356,66.33,33.67,99.29,99.07,84.97,20.51,5.2,154179.0,6.8,18
2023,Lampung,9314.0,1.22,3.34,277,51.1002445,48.8997555,29.33,70.67,99.61,95.93,71.74,21.66,4.55,48194.0,4.23,19
2023,Maluku,1920.5,1.39,0.69,42,50.59288538,49.40711462,34.58,65.42,99.59,97.97,79.9,37.41,5.21,30456.0,6.31,20
2023,Maluku Utara,1337.1,1.52,0.48,41,51.24329595,48.75670405,33.92,66.08,99.12,97.51,78.38,28.78,20.49,63677.0,4.31,21
2023,Nusa Tenggara Barat,5560.3,1.62,2.0,283,50.12468828,49.87531172,27.7,72.3,99.46,97.95,77.46,26.42,1.8,29926.0,2.8,22
2023,Nusa Tenggara Timur,5569.1,1.64,2.0,120,50.0,50.0,25.49,74.51,98.62,94.89,75.93,30.68,3.52,23078.0,3.14,23
2023,Papua,4482.7,1.49,1.61,14,53.02959136,46.97040864,15.57,84.43,83.61,80.91,64.15,23.89,4.2,78061.0,2.67,24
2023,Papua Barat,1187.3,1.68,0.43,12,52.40361733,47.59638267,41.45,58.55,98.41,97.42,80.58,31.15,5.18,108101.0,5.38,25
2023,Riau,6642.9,1.4,2.38,74,51.12414467,48.87585533,47.87,52.13,99.65,95.89,78.15,30.07,4.21,154522.0,4.23,26
2023,Sulawesi Barat,1481.1,1.56,0.53,89,50.69033531,49.30966469,26.65,73.35,98.31,89.47,71.57,23.98,5.25,39533.0,2.27,27
2023,Sulawesi Selatan,9362.3,1.15,3.36,207,49.67287368,50.32712632,37.23,62.77,99.49,93.22,71.0,34.47,4.51,69702.0,4.33,28
2023,Sulawesi Tengah,3086.8,1.22,1.11,50,51.31450828,48.68549172,33.9,66.1,98.34,93.13,76.29,27.58,11.91,112461.0,2.95,29
2023,Sulawesi Tenggara,2749.0,1.69,0.99,76,50.66600888,49.33399112,38.16,61.84,99.2,95.0,74.6,31.73,5.35,64088.0,3.15,30
2023,Sulawesi Utara,2681.5,0.82,0.96,185,51.07632094,48.92367906,41.86,58.14,99.34,95.0,74.55,23.57,5.48,64131.0,6.1,31
2023,Sumatera Barat,5757.2,1.45,2.07,137,50.37220844,49.62779156,35.81,64.19,99.76,96.79,84.33,38.08,4.62,54327.0,5.94,32
2023,Sumatera Selatan,8743.5,1.17,3.14,101,50.93228656,49.06771344,37.03,62.97,99.41,95.27,71.71,19.79,5.08,71950.0,4.11,33
2023,Sumatera Utara,15386.6,1.43,5.52,212,50.17438964,49.82561036,41.48,58.52,99.51,96.76,79.25,28.61,5.01,68306.0,5.89,34
